"Población total, indicadores socioeconómicos, índice y grado de marginación por municipio, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Clave de la entidad federativa,Nombre de la entidad,Clave del municipio,Nombre del municipio,Población total,% Población de 15 años o más analfabeta ,% Población  de 15 años o más sin educación básica,% Ocupantes en viviendas particulares sin drenaje ni excusado,% Ocupantes en viviendas particulares sin energía eléctrica,% Ocupantes en viviendas particulares sin agua entubada,% Ocupantes en viviendas particulares con piso de tierra,% Viviendas particulares con hacinamiento,% Población en localidades con menos de 5 000 habitantes,% Población ocupada con ingresos menores a 2 salarios mínimos,"Índice de marginación, 2020","Grado de marginación, 2020","Índice de marginación normalizado, 2020",Lugar que ocupa en el contexto nacional
,,,,,,,,,,,,,,,,,
CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL.5000,PO2SM,IM_2020,GM_2020,IMN_2020,
,,,,,,,,,,,,,,,,,
20,Oaxaca,20454,Santiago Atitlán, 3 556,20.62,58.60,0.43,2.50,1.93,24.74,37.83,100.00,91.79,50.178,Alto,0.79,  369
20,Oaxaca,20455,Santiago Ayuquililla, 2 904,10.90,62.88,15.42,1.07,10.21,7.93,42.26,100.00,95.97,49.923,Alto,0.78,  342
20,Oaxaca,20456,Santiago Cacaloxtepec, 1 667,20.34,57.07,4.09,0.37,3.72,3.11,27.89,100.00,89.70,52.193,Alto,0.82,  695
20,Oaxaca,20457,Santiago Camotlán, 3 346,11.27,69.51,0.78,1.17,2.01,23.26,31.22,100.00,94.01,51.734,Alto,0.81,  598
20,Oaxaca,20458,Santiago Comaltepec, 1 157,10.40,56.65,0.79,0.26,0.53,4.39,19.71,100.00,89.46,54.521,Medio,0.85, 1 261
20,Oaxaca,20459,Santiago Chazumba, 4 877,6.26,42.73,2.80,1.95,10.45,2.18,20.63,100.00,84.94,54.177,Medio,0.85, 1 176
20,Oaxaca,20460,Santiago Choápam, 5 242,20.90,69.49,0.46,3.29,4.60,20.65,39.07,100.00,94.55,49.499,Alto,0.78,  287
20,Oaxaca,20461,Santiago del Río,  527,22.71,78.02,4.36,3.98,0.57,19.35,23.40,100.00,92.45,49.621,Alto,0.78,  301
20,Oaxaca,20462,Santiago Huajolotitlán, 4 600,5.69,42.51,2.96,1.07,2.35,5.22,23.78,100.00,86.58,54.759,Bajo,0.86, 1 329
20,Oaxaca,20463,Santiago Huauclilla,  525,6.15,61.73,5.21,1.35,5.60,11.97,15.03,100.00,98.14,53.082,Medio,0.83,  900
20,Oaxaca,20464,Santiago Ihuitlán Plumas,  341,14.00,57.60,4.91,0.00,4.91,5.21,15.65,100.00,98.54,53.021,Medio,0.83,  886
20,Oaxaca,20465,Santiago Ixcuintepec, 1 636,18.39,69.04,2.39,2.14,0.00,21.98,38.44,100.00,95.51,50.214,Alto,0.79,  373
20,Oaxaca,20466,Santiago Ixtayutla, 13 880,32.67,74.38,1.18,7.08,13.83,41.81,54.43,100.00,96.47,43.748,Muy alto,0.69,  40
20,Oaxaca,20467,Santiago Jamiltepec, 19 112,14.28,49.74,4.42,1.63,8.21,10.22,30.10,45.65,86.76,52.846,Medio,0.83,  836
20,Oaxaca,20468,Santiago Jocotepec, 14 198,24.50,69.31,1.54,1.72,4.82,17.32,29.63,100.00,97.29,49.865,Alto,0.78,  332
20,Oaxaca,20469,Santiago Juxtlahuaca, 34 735,20.12,53.77,11.41,3.89,2.74,25.86,40.19,69.45,85.85,49.141,Alto,0.77,  249
20,Oaxaca,20470,Santiago Lachiguiri, 4 394,13.71,62.53,4.33,4.67,0.76,17.41,30.28,100.00,96.37,50.688,Alto,0.79,  430
20,Oaxaca,20471,Santiago Lalopa,  431,7.04,55.13,0.00,0.50,0.00,5.71,31.75,100.00,97.28,54.130,Medio,0.85, 1 160
20,Oaxaca,20472,Santiago Laollaga, 3 361,8.79,38.37,1.85,0.54,4.72,4.75,18.40,100.00,78.62,55.127,Bajo,0.86, 1 434
20,Oaxaca,20473,Santiago Laxopa, 1 291,3.24,57.47,0.39,0.08,0.00,13.57,21.39,100.00,96.15,54.652,Bajo,0.86, 1 301
20,Oaxaca,20474,Santiago Llano Grande, 3 440,17.57,48.90,6.64,1.20,1.44,7.05,28.82,100.00,84.15,52.354,Alto,0.82,  732
20,Oaxaca,20475,Santiago Matatlán, 10 175,17.15,60.60,0.58,1.43,6.16,15.94,36.08,100.00,86.24,51.347,Alto,0.80,  526
20,Oaxaca,20476,Santiago Miltepec,  421,8.25,50.79,2.40,1.92,1.44,3.12,28.87,100.00,95.89,53.656,Medio,0.84, 1 047
20,Oaxaca,20477,Santiago Minas, 1 327,20.96,74.54,0.38,1.81,6.03,16.50,20.45,100.00,95.11,50.769,Alto,0.79,  444
20,Oaxaca,20478,Santiago Nacaltepec, 1 599,9.44,66.37,0.84,1.16,7.66,12.69,14.92,100.00,95.36,52.988,Medio,0.83,  874
20,Oaxaca,20479,Santiago Nejapilla,  174,10.74,71.81,0.00,1.72,1.72,5.75,19.12,100.00,98.67,53.251,Medio,0.83,  945
20,Oaxaca,20480,Santiago Nundiche, 1 351,11.47,47.23,4.28,11.33,14.78,21.68,32.09,100.00,97.61,48.023,Muy alto,0.75,  154
20,Oaxaca,20481,Santiago Nuyoó, 1 898,15.39,50.82,2.08,1.28,0.64,13.17,28.84,100.00,96.72,52.313,Alto,0.82,  728
20,Oaxaca,20482,Santiago Pinotepa Nacional, 55 840,12.76,40.82,7.45,1.24,17.37,9.62,31.93,39.60,80.87,52.520,Alto,0.82,  764
20,Oaxaca,20483,Santiago Suchilquitongo, 10 886,3.27,39.65,0.65,1.19,13.63,7.73,26.77,24.00,73.68,55.836,Bajo,0.87, 1 609
20,Oaxaca,20484,Santiago Tamazola, 4 458,13.28,58.73,5.26,1.69,11.08,3.46,32.53,100.00,92.30,51.606,Alto,0.81,  568
20,Oaxaca,20485,Santiago Tapextla, 3 134,24.73,66.23,20.54,1.57,4.82,15.46,31.42,100.00,85.84,48.133,Muy alto,0.75,  160
20,Oaxaca,20486,Villa Tejúpam de la Unión, 2 419,6.15,48.95,2.82,0.70,4.97,6.25,34.29,100.00,91.68,53.651,Medio,0.84, 1 044
20,Oaxaca,20487,Santiago Tenango, 1 966,3.30,32.61,0.87,3.93,4.14,25.94,34.87,100.00,80.24,53.043,Medio,0.83,  892
20,Oaxaca,20488,Santiago Tepetlapa,  130,10.20,67.35,0.00,0.00,0.00,3.08,21.95,100.00,89.80,54.426,Medio,0.85, 1 236
20,Oaxaca,20489,Santiago Tetepec, 4 909,14.84,59.43,6.08,1.92,5.43,15.94,35.91,100.00,93.46,50.688,Alto,0.79,  429
20,Oaxaca,20490,Santiago Texcalcingo, 2 974,27.39,72.56,0.40,0.47,0.81,8.24,40.55,100.00,98.85,50.224,Alto,0.79,  377
20,Oaxaca,20491,Santiago Textitlán, 4 930,10.17,41.99,0.38,1.01,0.00,28.09,40.04,100.00,96.22,52.091,Alto,0.82,  669
20,Oaxaca,20492,Santiago Tilantongo, 2 764,18.34,58.34,2.82,5.05,15.37,15.93,26.44,100.00,94.42,49.379,Alto,0.77,  273
20,Oaxaca,20493,Santiago Tillo,  545,6.22,45.45,0.73,0.92,0.55,6.06,24.57,100.00,87.35,54.950,Bajo,0.86, 1 372
20,Oaxaca,20494,Santiago Tlazoyaltepec, 6 300,20.99,57.23,1.75,2.23,17.57,26.24,36.50,100.00,94.85,48.593,Muy alto,0.76,  189
20,Oaxaca,20495,Santiago Xanica, 3 029,21.26,69.58,1.42,7.03,6.64,23.51,45.49,100.00,97.14,47.569,Muy alto,0.74,  133
20,Oaxaca,20496,Santiago Xiacuí, 1 893,2.75,38.55,0.27,0.22,0.16,9.93,18.35,100.00,86.68,55.942,Bajo,0.88, 1 642
20,Oaxaca,20497,Santiago Yaitepec, 4 233,43.53,82.06,2.30,0.78,0.55,15.48,50.11,100.00,92.86,46.852,Muy alto,0.73,  99
20,Oaxaca,20498,Santiago Yaveo, 7 593,15.50,59.16,3.21,3.09,44.82,14.51,32.26,100.00,94.12,47.511,Muy alto,0.74,  130
20,Oaxaca,20499,Santiago Yolomécatl, 1 922,3.31,35.40,0.73,0.36,3.86,6.62,24.49,100.00,81.86,55.649,Bajo,0.87, 1 560
20,Oaxaca,20500,Santiago Yosondúa, 7 991,12.11,59.65,1.92,3.53,6.08,18.29,30.40,100.00,95.70,51.079,Alto,0.80,  491
20,Oaxaca,20501,Santiago Yucuyachi,  998,19.66,71.54,0.80,0.90,0.30,6.91,18.35,100.00,91.76,52.554,Alto,0.82,  778
20,Oaxaca,20502,Santiago Zacatepec, 5 089,29.29,73.58,1.55,3.96,7.03,52.15,38.58,100.00,93.14,45.794,Muy alto,0.72,  70
20,Oaxaca,20503,Santiago Zoochila,  425,9.31,55.56,0.00,0.00,0.00,7.29,12.10,100.00,90.06,55.057,Bajo,0.86, 1 410
20,Oaxaca,20504,Nuevo Zoquiápam, 1 590,5.54,55.98,0.32,0.13,0.00,28.78,19.55,100.00,91.17,53.672,Medio,0.84, 1 050
20,Oaxaca,20505,Santo Domingo Ingenio, 7 681,11.73,44.64,1.71,0.47,3.64,1.60,19.22,20.19,76.81,56.214,Bajo,0.88, 1 720
20,Oaxaca,20506,Santo Domingo Albarradas,  798,14.38,51.70,0.88,0.50,0.13,14.41,23.28,100.00,92.08,53.178,Medio,0.83,  923
20,Oaxaca,20507,Santo Domingo Armenta, 3 155,19.64,60.36,13.61,1.37,1.05,11.03,23.20,100.00,87.72,50.785,Alto,0.80,  448
20,Oaxaca,20508,Santo Domingo Chihuitán, 1 618,8.83,39.54,1.77,1.52,1.33,4.24,21.80,100.00,74.49,55.151,Bajo,0.86, 1 438
20,Oaxaca,20509,Santo Domingo de Morelos, 11 384,22.38,70.27,4.78,2.50,27.06,19.26,47.14,100.00,85.25,47.104,Muy alto,0.74,  112
20,Oaxaca,20510,Santo Domingo Ixcatlán,  760,7.75,43.78,1.36,3.26,6.24,35.41,40.00,100.00,93.43,50.734,Alto,0.79,  441
20,Oaxaca,20511,Santo Domingo Nuxaá, 3 335,6.21,55.10,3.39,5.70,39.93,16.29,34.10,100.00,96.51,48.247,Muy alto,0.76,  168
20,Oaxaca,20512,Santo Domingo Ozolotepec, 1 101,22.22,64.88,0.45,1.09,0.00,19.35,30.71,100.00,93.75,50.949,Alto,0.80,  475
20,Oaxaca,20513,Santo Domingo Petapa, 9 027,15.18,55.46,2.14,3.40,2.04,11.01,28.56,35.13,85.80,53.125,Medio,0.83,  909
20,Oaxaca,20514,Santo Domingo Roayaga,  941,17.67,66.21,1.39,2.45,0.43,58.48,47.56,100.00,97.64,47.499,Muy alto,0.74,  129
20,Oaxaca,20515,Santo Domingo Tehuantepec, 67 739,7.50,34.94,1.86,1.50,5.43,11.55,29.70,33.37,77.19,55.215,Bajo,0.86, 1 448
20,Oaxaca,20516,Santo Domingo Teojomulco, 5 260,12.58,60.02,1.45,1.20,0.36,20.48,37.60,100.00,90.89,51.872,Alto,0.81,  624
20,Oaxaca,20517,Santo Domingo Tepuxtepec, 6 029,32.60,64.28,1.28,5.57,2.52,40.05,37.22,100.00,87.49,46.671,Muy alto,0.73,  95
20,Oaxaca,20518,Santo Domingo Tlatayápam,  113,5.43,55.43,0.00,0.00,0.00,12.39,14.29,100.00,91.49,55.078,Bajo,0.86, 1 421
20,Oaxaca,20519,Santo Domingo Tomaltepec, 3 386,4.11,50.35,0.83,0.35,7.97,13.05,20.96,100.00,81.22,54.540,Medio,0.85, 1 265
20,Oaxaca,20520,Santo Domingo Tonalá, 7 393,16.08,60.89,2.48,1.33,4.48,3.78,23.67,100.00,88.41,52.721,Medio,0.83,  810
20,Oaxaca,20521,Santo Domingo Tonaltepec,  250,10.42,55.73,0.00,2.00,0.40,10.00,31.65,100.00,92.86,53.125,Medio,0.83,  910
20,Oaxaca,20522,Santo Domingo Xagacía, 1 205,12.32,66.38,1.41,1.66,4.81,26.64,45.43,100.00,97.93,50.193,Alto,0.79,  371
20,Oaxaca,20523,Santo Domingo Yanhuitlán, 1 633,6.52,40.48,0.76,0.89,4.30,13.16,23.40,100.00,82.29,54.516,Medio,0.85, 1 257
20,Oaxaca,20524,Santo Domingo Yodohino,  327,2.91,70.55,0.00,0.00,0.00,1.88,23.81,100.00,96.36,55.036,Bajo,0.86, 1 401
20,Oaxaca,20525,Santo Domingo Zanatepec, 12 483,11.06,49.11,3.94,0.82,12.50,4.94,23.80,36.71,89.29,53.886,Medio,0.84, 1 112
20,Oaxaca,20526,Santos Reyes Nopala, 16 688,20.58,56.52,1.70,2.51,2.61,15.20,33.23,64.79,84.20,51.719,Alto,0.81,  595
20,Oaxaca,20527,Santos Reyes Pápalo, 2 490,16.15,67.09,1.08,0.48,0.56,17.51,53.18,100.00,91.05,50.872,Alto,0.80,  465
20,Oaxaca,20528,Santos Reyes Tepejillo,  904,33.68,73.56,0.33,0.22,0.77,5.75,16.38,100.00,93.57,50.961,Alto,0.80,  478
20,Oaxaca,20529,Santos Reyes Yucuná, 1 474,22.05,69.95,13.09,0.90,15.22,9.16,55.12,100.00,92.77,47.592,Muy alto,0.75,  135
20,Oaxaca,20530,Santo Tomás Jalieza, 3 923,8.73,47.22,0.69,1.66,42.26,15.93,30.20,100.00,90.30,49.786,Alto,0.78,  323
20,Oaxaca,20531,Santo Tomás Mazaltepec, 2 612,4.41,46.24,1.38,0.77,3.42,10.88,23.93,100.00,88.70,54.546,Medio,0.85, 1 266
20,Oaxaca,20532,Santo Tomás Ocotepec, 4 066,19.61,56.35,2.97,2.79,1.85,23.83,32.19,100.00,94.47,50.223,Alto,0.79,  376
20,Oaxaca,20533,Santo Tomás Tamazulapan, 2 726,8.91,51.28,0.81,2.81,4.25,9.58,30.95,100.00,83.50,53.213,Medio,0.83,  937
20,Oaxaca,20534,San Vicente Coatlán, 3 512,25.03,77.01,2.96,1.28,2.62,21.53,43.38,100.00,95.92,48.838,Alto,0.76,  218
20,Oaxaca,20535,San Vicente Lachixío, 3 227,20.89,52.92,0.28,1.16,3.41,17.34,37.73,100.00,88.16,51.174,Alto,0.80,  503
20,Oaxaca,20536,San Vicente Nuñú,  449,3.91,65.64,2.45,0.45,0.00,6.24,18.54,100.00,92.14,54.752,Bajo,0.86, 1 326
20,Oaxaca,20537,Silacayoápam, 6 710,17.61,58.62,2.44,1.26,2.22,9.82,23.66,100.00,89.01,52.385,Alto,0.82,  739
20,Oaxaca,20538,Sitio de Xitlapehua,  713,7.81,58.98,3.79,0.14,2.81,7.15,32.51,100.00,91.86,53.392,Medio,0.84,  979
20,Oaxaca,20539,Soledad Etla, 6 348,1.78,31.24,0.77,3.27,10.37,4.43,24.25,100.00,74.17,55.067,Bajo,0.86, 1 414
20,Oaxaca,20540,Villa de Tamazulápam del Progreso, 8 326,4.82,32.47,0.94,1.76,1.94,10.56,26.16,20.23,74.09,56.539,Bajo,0.89, 1 813
20,Oaxaca,20541,Tanetze de Zaragoza, 1 558,5.01,60.30,0.00,0.13,0.00,21.20,23.09,100.00,96.17,53.794,Medio,0.84, 1 087
20,Oaxaca,20542,Taniche,  887,10.37,67.11,1.24,0.45,2.59,7.44,31.20,100.00,94.59,53.014,Medio,0.83,  883
20,Oaxaca,20543,Tataltepec de Valdés, 6 386,19.49,62.58,2.06,5.35,4.08,13.03,47.32,100.00,91.99,49.375,Alto,0.77,  271
20,Oaxaca,20544,Teococuilco de Marcos Pérez, 1 032,7.96,60.50,0.78,0.48,0.19,28.13,28.47,100.00,92.75,52.618,Alto,0.82,  786
20,Oaxaca,20545,Teotitlán de Flores Magón, 10 099,7.92,31.31,0.97,1.62,6.05,9.23,31.18,16.14,75.86,55.692,Bajo,0.87, 1 575
20,Oaxaca,20546,Teotitlán del Valle, 6 392,8.42,53.69,2.97,0.24,11.89,26.63,27.50,100.00,82.85,52.065,Alto,0.82,  661
20,Oaxaca,20547,Teotongo, 1 005,8.66,52.33,0.41,0.71,1.72,8.52,20.00,100.00,92.36,54.303,Medio,0.85, 1 199
20,Oaxaca,20548,Tepelmeme Villa de Morelos, 1 960,6.07,58.15,5.38,7.50,23.99,10.19,30.30,100.00,88.97,49.686,Alto,0.78,  308
20,Oaxaca,20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca", 11 465,17.63,62.21,2.83,1.64,2.71,9.31,28.75,100.00,94.22,51.690,Alto,0.81,  586
20,Oaxaca,20550,San Jerónimo Tlacochahuaya, 5 764,6.64,44.72,0.99,1.50,10.83,10.55,27.26,100.00,80.45,53.687,Medio,0.84, 1 053
20,Oaxaca,20551,Tlacolula de Matamoros, 30 254,6.48,36.42,0.49,1.50,6.61,13.71,18.63,27.98,73.77,55.977,Bajo,0.88, 1 653
20,Oaxaca,20552,Tlacotepec Plumas,  410,5.94,61.32,0.49,0.98,0.49,6.85,19.71,100.00,95.00,54.457,Medio,0.85, 1 243
20,Oaxaca,20553,Tlalixtac de Cabrera, 12 067,4.34,36.41,0.47,0.59,5.73,12.06,24.31,5.53,65.96,57.068,Muy bajo,0.89, 1 935
20,Oaxaca,20554,Totontepec Villa de Morelos, 5 904,21.21,63.78,0.99,1.27,0.86,19.89,35.17,100.00,92.36,50.731,Alto,0.79,  440
20,Oaxaca,20555,Trinidad Zaachila, 3 419,7.48,47.80,1.02,0.64,16.93,12.08,20.55,100.00,85.39,53.227,Medio,0.83,  940
20,Oaxaca,20556,La Trinidad Vista Hermosa,  306,12.27,51.82,1.31,1.96,0.00,3.27,17.58,100.00,89.36,54.117,Medio,0.85, 1 158
20,Oaxaca,20557,Unión Hidalgo, 14 542,8.98,33.30,0.64,0.61,0.52,2.05,23.53,4.08,73.38,57.403,Muy bajo,0.90, 2 019
20,Oaxaca,20558,Valerio Trujano, 1 376,8.50,43.70,2.04,1.39,2.85,11.53,23.15,100.00,88.04,53.906,Medio,0.84, 1 116
20,Oaxaca,20559,San Juan Bautista Valle Nacional, 23 067,12.62,49.03,0.66,1.18,9.21,6.99,22.33,74.80,88.68,53.611,Medio,0.84, 1 036
20,Oaxaca,20560,Villa Díaz Ordaz, 6 467,11.36,69.67,1.12,0.84,1.57,17.91,34.55,100.00,93.09,52.027,Alto,0.81,  651
20,Oaxaca,20561,Yaxe, 2 954,11.59,51.04,9.41,3.45,6.43,20.92,41.30,100.00,94.30,49.837,Alto,0.78,  328
20,Oaxaca,20562,Magdalena Yodocono de Porfirio Díaz, 1 682,8.24,43.80,3.75,0.36,0.54,6.42,30.23,100.00,93.34,53.998,Medio,0.85, 1 135
20,Oaxaca,20563,Yogana, 1 245,29.91,75.64,18.80,1.69,4.34,21.69,24.01,100.00,95.36,47.004,Muy alto,0.74,  105
20,Oaxaca,20564,Yutanduchi de Guerrero, 1 195,19.03,59.28,0.85,1.36,7.55,15.10,36.18,100.00,97.73,50.626,Alto,0.79,  418
20,Oaxaca,20565,Villa de Zaachila, 46 464,5.70,36.06,0.52,3.19,36.66,25.80,26.85,29.63,73.04,51.881,Alto,0.81,  626
20,Oaxaca,20566,San Mateo Yucutindoo, 3 144,19.69,60.58,0.52,2.23,9.00,21.69,41.49,100.00,94.12,49.637,Alto,0.78,  304
20,Oaxaca,20567,Zapotitlán Lagunas, 3 382,22.27,70.95,7.76,0.68,19.15,18.24,36.78,100.00,94.45,48.119,Muy alto,0.75,  159
20,Oaxaca,20568,Zapotitlán Palmas, 1 695,16.37,60.44,2.30,2.01,2.77,4.42,18.85,100.00,92.75,52.709,Medio,0.83,  806
20,Oaxaca,20569,Santa Inés de Zaragoza, 1 454,10.79,59.73,6.70,1.50,37.35,4.28,23.64,100.00,94.68,49.813,Alto,0.78,  324
20,Oaxaca,20570,Zimatlán de Álvarez, 22 093,6.48,39.89,1.57,1.28,13.17,21.12,25.41,35.61,78.81,54.130,Medio,0.85, 1 161
21,Puebla,21001,Acajete, 72 894,8.61,51.83,1.92,1.15,12.46,3.49,38.40,23.33,81.74,54.187,Medio,0.85, 1 180
21,Puebla,21002,Acateno, 9 170,11.25,50.90,3.64,2.15,12.39,14.84,29.12,100.00,91.43,51.505,Alto,0.81,  554
21,Puebla,21003,Acatlán, 37 955,8.73,39.63,3.35,0.69,15.51,5.71,27.41,49.04,86.68,53.981,Medio,0.85, 1 130
21,Puebla,21004,Acatzingo, 63 743,7.40,52.04,1.81,0.81,10.90,3.69,39.10,24.54,87.32,54.304,Medio,0.85, 1 200
21,Puebla,21005,Acteopan, 3 070,16.67,58.02,13.26,0.69,36.42,12.60,39.62,100.00,97.28,47.191,Muy alto,0.74,  116
21,Puebla,21006,Ahuacatlán, 14 542,29.42,57.73,0.71,0.74,2.65,23.22,32.93,100.00,87.93,49.900,Alto,0.78,  340
21,Puebla,21007,Ahuatlán, 3 162,15.71,59.08,7.37,0.70,6.99,3.23,31.56,100.00,96.83,51.529,Alto,0.81,  558
21,Puebla,21008,Ahuazotepec, 11 439,6.86,35.81,1.36,0.25,1.67,3.66,27.14,100.00,82.38,55.363,Bajo,0.87, 1 480
21,Puebla,21009,Ahuehuetitla, 2 207,11.76,53.55,8.26,1.19,9.72,1.97,29.02,100.00,92.66,52.087,Alto,0.82,  667
21,Puebla,21010,Ajalpan, 74 768,18.17,59.54,0.90,1.39,20.37,23.92,46.35,57.61,90.20,49.523,Alto,0.78,  290
21,Puebla,21011,Albino Zertuche, 1 885,10.09,62.59,1.17,1.59,4.04,4.89,26.27,100.00,94.64,53.155,Medio,0.83,  916
21,Puebla,21012,Aljojuca, 6 591,9.28,48.03,0.56,0.38,0.71,4.38,27.73,100.00,92.28,54.401,Medio,0.85, 1 230
21,Puebla,21013,Altepexi, 22 629,12.17,62.22,0.37,0.23,1.92,5.67,34.98,5.84,93.22,54.639,Bajo,0.86, 1 294
21,Puebla,21014,Amixtlán, 4 812,28.24,57.45,1.54,1.48,5.47,17.12,27.66,100.00,95.72,49.882,Alto,0.78,  335
21,Puebla,21015,Amozoc, 125 876,4.53,31.97,0.42,0.35,11.76,3.27,27.40,14.07,77.55,56.577,Muy bajo,0.89, 1 827
21,Puebla,21016,Aquixtla, 9 021,11.14,50.05,3.02,1.63,5.49,8.18,26.56,100.00,92.10,52.877,Medio,0.83,  844
21,Puebla,21017,Atempan, 29 742,12.10,47.50,0.61,0.76,1.40,8.22,37.43,57.16,88.81,53.988,Medio,0.85, 1 131
21,Puebla,21018,Atexcal, 3 859,9.33,53.16,3.41,0.89,5.86,8.07,28.79,100.00,93.13,53.010,Medio,0.83,  881
21,Puebla,21019,Atlixco, 141 793,4.79,36.19,1.26,0.43,3.40,4.54,24.83,27.63,83.06,56.630,Muy bajo,0.89, 1 838
21,Puebla,21020,Atoyatempan, 7 704,5.44,51.84,0.64,0.21,3.09,7.35,38.60,5.65,92.09,55.448,Bajo,0.87, 1 507
21,Puebla,21021,Atzala, 1 512,7.27,43.92,1.99,0.53,1.65,6.29,25.19,100.00,94.50,54.400,Medio,0.85, 1 229
21,Puebla,21022,Atzitzihuacán, 12 857,9.86,60.47,3.00,0.65,1.63,9.60,34.00,100.00,93.24,52.858,Medio,0.83,  839
21,Puebla,21023,Atzitzintla, 9 051,13.97,58.88,1.09,1.24,2.71,8.65,46.32,100.00,97.23,51.671,Alto,0.81,  582
21,Puebla,21024,Axutla,  976,15.86,61.99,1.95,1.02,8.61,1.84,19.33,100.00,86.06,52.933,Medio,0.83,  861
21,Puebla,21025,Ayotoxco de Guerrero, 8 208,11.82,45.65,2.43,2.76,3.02,12.66,31.32,100.00,89.22,52.481,Alto,0.82,  752
21,Puebla,21026,Calpan, 15 271,10.77,47.11,0.75,0.46,3.06,8.26,31.60,46.34,92.72,54.397,Medio,0.85, 1 228
21,Puebla,21027,Caltepec, 4 128,10.25,55.43,3.01,4.80,7.61,12.97,24.60,100.00,97.34,51.400,Alto,0.80,  531
21,Puebla,21028,Camocuautla, 2 758,23.67,58.73,0.84,2.00,0.76,14.37,34.12,100.00,97.93,50.580,Alto,0.79,  410
21,Puebla,21029,Caxhuacan, 3 811,20.32,46.98,0.68,1.65,1.21,7.64,38.30,100.00,89.58,51.972,Alto,0.81,  645
21,Puebla,21030,Coatepec,  772,24.56,57.77,0.00,0.39,0.00,5.96,28.13,100.00,92.91,52.110,Alto,0.82,  673
21,Puebla,21031,Coatzingo, 2 820,17.86,66.58,4.89,0.96,2.59,7.20,25.51,100.00,94.39,51.766,Alto,0.81,  606
21,Puebla,21032,Cohetzala, 1 382,15.39,54.80,5.07,0.36,7.10,6.88,14.87,100.00,85.97,53.013,Medio,0.83,  882
21,Puebla,21033,Cohuecan, 5 403,6.17,40.30,6.52,0.83,7.68,11.05,33.46,100.00,95.74,52.751,Medio,0.83,  814
21,Puebla,21034,Coronango, 46 836,3.15,31.38,0.60,0.30,11.60,2.19,21.01,11.97,75.97,57.245,Muy bajo,0.90, 1 976
21,Puebla,21035,Coxcatlán, 20 653,10.69,41.40,0.65,0.65,4.05,17.66,27.72,66.51,89.58,53.809,Medio,0.84, 1 093
21,Puebla,21036,Coyomeapan, 14 806,26.21,72.08,1.68,1.49,8.43,16.20,43.61,100.00,97.41,48.701,Muy alto,0.76,  201
21,Puebla,21037,Coyotepec, 2 334,12.53,46.90,2.31,0.86,2.19,5.48,21.09,100.00,82.27,54.162,Medio,0.85, 1 170
21,Puebla,21038,Cuapiaxtla de Madero, 10 542,4.85,52.33,1.98,0.37,14.57,4.90,39.24,21.83,86.91,54.385,Medio,0.85, 1 224
21,Puebla,21039,Cuautempan, 9 837,15.24,50.15,2.55,1.35,1.88,11.85,30.60,100.00,91.56,52.365,Alto,0.82,  735
21,Puebla,21040,Cuautinchán, 12 340,7.75,46.94,6.96,1.84,15.21,5.89,37.50,100.00,80.04,52.125,Alto,0.82,  680
21,Puebla,21041,Cuautlancingo, 137 435,1.45,18.01,0.09,0.06,0.73,1.24,12.64,11.43,61.95,59.891,Muy bajo,0.94, 2 404
21,Puebla,21042,Cuayuca de Andrade, 3 315,17.78,55.70,3.49,1.00,15.44,6.89,26.35,100.00,94.52,51.113,Alto,0.80,  494
21,Puebla,21043,Cuetzalan del Progreso, 49 864,14.95,50.64,5.20,3.08,6.24,9.66,41.18,87.16,93.64,51.003,Alto,0.80,  483
21,Puebla,21044,Cuyoaco, 17 139,7.34,43.01,0.81,0.75,0.87,3.52,34.69,100.00,89.71,54.474,Medio,0.85, 1 245
21,Puebla,21045,Chalchicomula de Sesma, 47 410,9.24,41.29,0.64,0.38,1.77,3.63,31.90,46.28,86.89,55.413,Bajo,0.87, 1 498
21,Puebla,21046,Chapulco, 8 193,7.26,49.36,1.39,0.90,2.53,6.90,37.92,20.22,93.08,54.838,Bajo,0.86, 1 345
21,Puebla,21047,Chiautla, 21 699,10.03,41.87,2.41,0.79,9.14,8.30,25.43,45.73,83.05,54.493,Medio,0.85, 1 249
21,Puebla,21048,Chiautzingo, 22 039,3.70,40.44,0.80,0.49,0.75,8.83,26.49,58.27,89.71,55.822,Bajo,0.87, 1 605
21,Puebla,21049,Chiconcuautla, 17 382,27.53,61.95,1.43,0.48,1.21,25.69,50.59,100.00,94.47,48.892,Alto,0.77,  224
21,Puebla,21050,Chichiquila, 26 928,19.34,64.62,1.58,0.80,13.25,23.92,47.62,100.00,87.12,49.287,Alto,0.77,  259
21,Puebla,21051,Chietla, 37 030,9.21,44.84,1.63,0.52,3.22,7.65,22.95,52.60,87.99,55.057,Bajo,0.86, 1 411
21,Puebla,21052,Chigmecatitlán, 1 215,17.32,57.99,4.77,0.66,1.73,7.16,30.13,100.00,96.55,51.946,Alto,0.81,  639
